Source,CH1,CH2
Second,Volt,Volt
-0.78251999617,0.48000,-0.07200
-0.78248000145,0.48000,-0.07200
-0.78244000673,0.48000,-0.07200
-0.78239995241,0.48000,-0.07200
-0.78235995770,0.48000,-0.08000
-0.78231996298,0.48000,-0.07200
-0.78227996826,0.48000,-0.08000
-0.78223997355,0.48000,-0.08000
-0.78219997883,0.56000,-0.07200
-0.78215998411,0.56000,-0.08000
-0.78211998940,0.48000,-0.08000
-0.78207999468,0.48000,-0.08000
-0.78203999996,0.56000,-0.08000
-0.78200000525,0.48000,-0.08000
-0.78195995092,0.56000,-0.04800
-0.78191995621,0.56000,-0.08000
-0.78187996149,0.56000,-0.08800
-0.78183996677,0.56000,-0.08800
-0.78179997206,0.56000,-0.08800
-0.78175997734,0.56000,-0.08800
-0.78171998262,0.56000,-0.08800
-0.78167998791,0.56000,-0.08800
-0.78163999319,0.64000,-0.12000
-0.78159999847,0.56000,-0.09600
-0.78156000376,0.56000,-0.14400
-0.78152000904,0.64000,-0.09600
-0.78147995472,0.56000,-0.09600
-0.78143996000,0.64000,-0.10400
-0.78139996529,0.64000,-0.10400
-0.78135997057,0.56000,-0.09600
-0.78131997585,0.64000,-0.10400
-0.78127998114,0.64000,-0.10400
-0.78123998642,0.64000,-0.10400
-0.78119999170,0.64000,-0.10400
-0.78115999699,0.64000,-0.11200
-0.78112000227,0.64000,-0.10400
-0.78108000755,0.64000,-0.10400
-0.78103995323,0.64000,-0.11200
-0.78099995852,0.64000,-0.11200
-0.78095996380,0.64000,-0.11200
-0.78091996908,0.72000,-0.11200
-0.78087997437,0.64000,-0.11200
-0.78083997965,0.64000,-0.11200
-0.78079998493,0.64000,-0.11200
-0.78075999022,0.64000,-0.11200
-0.78071999550,0.72000,-0.11200
-0.78068000078,0.72000,-0.11200
-0.78064000607,0.72000,-0.11200
-0.78059995174,0.64000,-0.11200
-0.78055995703,0.72000,-0.11200
-0.78051996231,0.72000,-0.12000
-0.78047996759,0.72000,-0.11200
-0.78043997288,0.72000,-0.12000
-0.78039997816,0.72000,-0.12000
-0.78035998344,0.80000,-0.12800
-0.78031998873,0.72000,-0.12000
-0.78027999401,0.80000,-0.12800
-0.78023999929,0.72000,-0.13600
-0.78020000458,0.72000,-0.12000
-0.78016000986,0.80000,-0.12800
-0.78011995554,0.80000,-0.12800
-0.78007996082,0.80000,-0.12800
-0.78003996611,0.80000,-0.12800
-0.77999997139,0.80000,-0.13600
-0.77995997667,0.80000,-0.13600
-0.77991998196,0.72000,-0.13600
-0.77987998724,0.80000,-0.14400
-0.77983999252,0.80000,-0.13600
-0.77979999781,0.80000,-0.14400
-0.77976000309,0.80000,-0.14400
-0.77972000837,0.80000,-0.10400
-0.77967995405,0.80000,-0.14400
-0.77963995934,0.80000,-0.14400
-0.77959996462,0.88000,-0.14400
-0.77955996990,0.80000,-0.14400
-0.77951997519,0.80000,-0.13600
-0.77947998047,0.80000,-0.14400
-0.77943998575,0.88000,-0.14400
-0.77939999104,0.80000,-0.14400
-0.77935999632,0.80000,-0.14400
-0.77932000160,0.88000,-0.14400
-0.77928000689,0.88000,-0.18400
-0.77923995256,0.80000,-0.10400
-0.77919995785,0.80000,-0.14400
-0.77915996313,0.88000,-0.14400
-0.77911996841,0.88000,-0.14400
-0.77907997370,0.88000,-0.17600
-0.77903997898,0.80000,-0.15200
-0.77899998426,0.96000,-0.15200
-0.77895998955,0.88000,-0.15200
-0.77891999483,0.88000,-0.14400
-0.77888000011,0.88000,-0.15200
-0.77884000540,0.96000,-0.16800
-0.77879995108,0.88000,-0.16800
-0.77875995636,0.96000,-0.15200
-0.77871996164,0.96000,-0.15200
-0.77867996693,0.96000,-0.14400
-0.77863997221,0.96000,-0.15200
-0.77859997749,0.96000,-0.15200
-0.77855998278,0.88000,-0.16800
-0.77851998806,0.96000,-0.16800
-0.77847999334,0.96000,-0.17600
-0.77843999863,0.96000,-0.16800
-0.77840000391,0.96000,-0.15200
-0.77836000919,0.96000,-0.17600
-0.77831995487,0.96000,-0.17600
-0.77827996016,0.96000,-0.16800
-0.77823996544,0.96000,-0.17600
-0.77819997072,0.96000,-0.17600
-0.77815997601,0.96000,-0.17600
-0.77811998129,0.96000,-0.17600
-0.77807998657,0.96000,-0.17600
-0.77803999186,0.96000,-0.17600
-0.77799999714,0.96000,-0.17600
-0.77796000242,1.04000,-0.17600
-0.77792000771,1.04000,-0.15200
-0.77787995338,1.04000,-0.17600
-0.77783995867,1.04000,-0.17600
-0.77779996395,1.04000,-0.18400
-0.77775996923,1.04000,-0.17600
-0.77771997452,1.04000,-0.17600
-0.77767997980,1.04000,-0.18400
-0.77763998508,0.96000,-0.18400
-0.77759999037,1.04000,-0.18400
-0.77755999565,1.12000,-0.18400
-0.77752000093,1.12000,-0.18400
-0.77748000622,1.12000,-0.18400
-0.77743995190,1.04000,-0.18400
-0.77739995718,1.04000,-0.18400
-0.77735996246,1.04000,-0.18400
-0.77731996775,1.12000,-0.18400
-0.77727997303,1.12000,-0.18400
-0.77723997831,1.12000,-0.18400
-0.77719998360,1.12000,-0.18400
-0.77715998888,1.12000,-0.18400
-0.77711999416,1.12000,-0.18400
-0.77707999945,1.12000,-0.18400
-0.77704000473,1.12000,-0.18400
-0.77700001001,1.12000,-0.18400
-0.77695995569,1.12000,-0.18400
-0.77691996098,1.12000,-0.18400
-0.77687996626,1.12000,-0.19200
-0.77683997154,1.20000,-0.17600
-0.77679997683,1.12000,-0.19200
-0.77675998211,1.12000,-0.18400
-0.77671998739,1.12000,-0.19200
-0.77667999268,1.12000,-0.20000
-0.77663999796,1.12000,-0.20000
-0.77660000324,1.20000,-0.19200
-0.77656000853,1.12000,-0.19200
-0.77651995420,1.12000,-0.20000
-0.77647995949,1.20000,-0.18400
-0.77643996477,1.20000,-0.20000
-0.77639997005,1.12000,-0.20000
-0.77635997534,1.20000,-0.20000
-0.77631998062,1.20000,-0.19200
-0.77627998590,1.20000,-0.20800
-0.77623999119,1.20000,-0.20800
-0.77619999647,1.20000,-0.22400
-0.77616000175,1.20000,-0.20800
-0.77612000704,1.20000,-0.19200
-0.77607995272,1.20000,-0.20000
-0.77603995800,1.20000,-0.20000
-0.77599996328,1.28000,-0.20000
-0.77595996857,1.28000,-0.20800
-0.77591997385,1.28000,-0.20800
-0.77587997913,1.28000,-0.20800
-0.77583998442,1.28000,-0.19200
-0.77579998970,1.28000,-0.19200
-0.77575999498,1.28000,-0.19200
-0.77572000027,1.28000,-0.20800
-0.77568000555,1.28000,-0.20800
-0.77563995123,1.20000,-0.20800
-0.77559995651,1.28000,-0.19200
-0.77555996180,1.28000,-0.20000
-0.77551996708,1.28000,-0.20800
-0.77547997236,1.28000,-0.20800
-0.77543997765,1.28000,-0.20800
-0.77539998293,1.28000,-0.20800
-0.77535998821,1.28000,-0.20800
-0.77531999350,1.28000,-0.20800
-0.77527999878,1.28000,-0.20800
-0.77524000406,1.28000,-0.20800
-0.77520000935,1.28000,-0.20800
-0.77515995502,1.28000,-0.20800
-0.77511996031,1.28000,-0.20800
-0.77507996559,1.28000,-0.20800
-0.77503997087,1.28000,-0.20800
-0.77499997616,1.28000,-0.20800
-0.77495998144,1.28000,-0.20800
-0.77491998672,1.28000,-0.20000
-0.77487999201,1.28000,-0.20800
-0.77483999729,1.44000,-0.20800
-0.77480000257,1.36000,-0.20800
-0.77476000786,1.36000,-0.18400
-0.77471995354,1.36000,-0.20800
-0.77467995882,1.28000,-0.20800
-0.77463996410,1.28000,-0.20800
-0.77459996939,1.36000,-0.20800
-0.77455997467,1.28000,-0.20800
-0.77451997995,1.36000,-0.21600
-0.77447998524,1.44000,-0.20800
-0.77443999052,1.36000,-0.20800
-0.77439999580,1.36000,-0.20800
-0.77436000109,1.44000,-0.20800
-0.77432000637,1.36000,-0.20800
-0.77427995205,1.36000,-0.20800
-0.77423995733,1.44000,-0.24800
-0.77419996262,1.36000,-0.21600
-0.77415996790,1.36000,-0.20800
-0.77411997318,1.36000,-0.21600
-0.77407997847,1.44000,-0.21600
-0.77403998375,1.44000,-0.21600
-0.77399998903,1.44000,-0.20800
-0.77395999432,1.44000,-0.20000
-0.77391999960,1.44000,-0.20800
-0.77388000488,1.44000,-0.21600
-0.77384001017,1.44000,-0.20800
-0.77379995584,1.36000,-0.20800
-0.77375996113,1.28000,-0.20800
-0.77371996641,1.44000,-0.21600
-0.77367997169,1.44000,-0.20800
-0.77363997698,1.44000,-0.20800
-0.77359998226,1.44000,-0.20800
-0.77355998755,1.44000,-0.21600
-0.77351999283,1.44000,-0.21600
-0.77347999811,1.52000,-0.20800
-0.77344000340,1.44000,-0.21600
-0.77340000868,1.44000,-0.20800
-0.77335995436,1.44000,-0.20800
-0.77331995964,1.44000,-0.20800
-0.77327996492,1.52000,-0.20800
-0.77323997021,1.52000,-0.20800
-0.77319997549,1.44000,-0.21600
-0.77315998077,1.44000,-0.20800
-0.77311998606,1.52000,-0.20800
-0.77307999134,1.44000,-0.20800
-0.77303999662,1.52000,-0.21600
-0.77300000191,1.52000,-0.20800
-0.77296000719,1.44000,-0.20800
-0.77291995287,1.44000,-0.20800
-0.77287995815,1.44000,-0.20800
-0.77283996344,1.52000,-0.20800
-0.77279996872,1.44000,-0.21600
-0.77275997400,1.52000,-0.20800
-0.77271997929,1.52000,-0.20800
-0.77267998457,1.52000,-0.20800
-0.77263998985,1.52000,-0.20800
-0.77259999514,1.52000,-0.20800
-0.77256000042,1.52000,-0.20800
-0.77252000570,1.52000,-0.21600
-0.77247995138,1.52000,-0.20800
-0.77243995667,1.52000,-0.20800
-0.77239996195,1.52000,-0.20800
-0.77235996723,1.52000,-0.20800
-0.77231997252,1.52000,-0.20800
-0.77227997780,1.52000,-0.21600
-0.77223998308,1.52000,-0.20800
-0.77219998837,1.52000,-0.21600
-0.77215999365,1.60000,-0.20800
-0.77211999893,1.52000,-0.20800
-0.77208000422,1.52000,-0.20800
-0.77204000950,1.52000,-0.20800
-0.77199995518,1.52000,-0.20800
-0.77195996046,1.60000,-0.26400
-0.77191996574,1.60000,-0.20800
-0.77187997103,1.60000,-0.20800
-0.77183997631,1.52000,-0.20800
-0.77179998159,1.60000,-0.21600
-0.77175998688,1.60000,-0.20800
-0.77171999216,1.52000,-0.20800
-0.77167999744,1.60000,-0.20800
-0.77164000273,1.60000,-0.20800
-0.77160000801,1.60000,-0.20800
-0.77155995369,1.60000,-0.21600
-0.77151995897,1.60000,-0.20800
-0.77147996426,1.60000,-0.20800
-0.77143996954,1.60000,-0.20800
-0.77139997482,1.60000,-0.20000
-0.77135998011,1.60000,-0.20800
-0.77131998539,1.60000,-0.20800
-0.77127999067,1.60000,-0.20800
-0.77123999596,1.60000,-0.20800
-0.77120000124,1.68000,-0.18400
-0.77116000652,1.60000,-0.20800
-0.77111995220,1.60000,-0.20800
-0.77107995749,1.60000,-0.20800
-0.77103996277,1.60000,-0.20800
-0.77099996805,1.60000,-0.20000
-0.77095997334,1.60000,-0.20800
-0.77091997862,1.60000,-0.20000
-0.77087998390,1.60000,-0.20000
-0.77083998919,1.60000,-0.20000
-0.77079999447,1.60000,-0.20800
-0.77075999975,1.60000,-0.20000
-0.77072000504,1.68000,-0.19200
-0.77068001032,1.60000,-0.19200
-0.77063995600,1.68000,-0.20000
-0.77059996128,1.60000,-0.20800
-0.77055996656,1.60000,-0.20800
-0.77051997185,1.60000,-0.19200
-0.77047997713,1.60000,-0.19200
-0.77043998241,1.60000,-0.19200
-0.77039998770,1.60000,-0.19200
-0.77035999298,1.60000,-0.19200
-0.77031999826,1.60000,-0.19200
-0.77028000355,1.68000,-0.18400
-0.77024000883,1.68000,-0.18400
