0,0.00019009
0.0039063,0.0006544
0.0078125,-0.0007865
0.011719,0.00032258
0.015625,0.00013535
0.019531,-0.0004357
0.023438,-0.00012349
0.027344,0.00015351
0.03125,0.0012998
0.035156,0.0010158
0.039063,-0.00043834
0.042969,0.0011143
0.046875,0.00029993
0.050781,2.2843e-05
0.054688,0.00029853
0.058594,-2.7027e-05
0.0625,4.8335e-07
0.066406,0.00056995
0.070313,0.00054065
0.074219,0.0005429
0.078125,0.00027831
0.082031,-0.00038798
0.085938,0.00028942
0.089844,0.00060845
0.09375,0.00020149
0.097656,0.00039235
0.10156,0.00028325
0.10547,-7.9695e-05
0.10938,0.00013357
0.11328,-0.00024688
0.11719,0.00034622
0.12109,-0.00037431
0.125,-0.00034905
0.12891,-0.00026101
0.13281,-0.0010204
0.13672,0.00052395
0.14063,0.00012543
0.14453,-0.00026028
0.14844,0.00048897
0.15234,-0.00060105
0.15625,-3.1788e-05
0.16016,-8.126e-05
0.16406,0.00011531
0.16797,0.00011029
0.17188,-0.00030862
0.17578,-1.3867e-05
0.17969,-5.882e-05
0.18359,0.00022676
0.1875,0.00039745
0.19141,0.00040755
0.19531,-0.00028889
0.19922,4.1399e-05
0.20313,-0.0004197
0.20703,-0.00038822
0.21094,1.7532e-06
0.21484,0.0005488
0.21875,-0.00025893
0.22266,0.00015225
0.22656,-5.2255e-05
0.23047,0.00042562
0.23438,-0.00035599
0.23828,3.4817e-05
0.24219,0.0002103
0.24609,0.00039525
0.25,0.00054475
0.25391,2.4459e-05
0.25781,-0.0005358
0.26172,-0.00027383
0.26563,-0.00039531
0.26953,0.0007896
0.27344,-0.00030007
0.27734,0.00011804
0.28125,-0.00029909
0.28516,-1.348e-05
0.28906,-0.00069385
0.29297,-0.0010009
0.29688,-0.0010661
0.30078,-0.00042164
0.30469,-0.0006641
0.30859,-0.00066155
0.3125,-7.405e-05
0.31641,-0.00045678
0.32031,-0.00047914
0.32422,1.6297e-05
0.32813,-0.000831
0.33203,-0.00030474
0.33594,-0.00026033
0.33984,-0.00064465
0.34375,-0.00048344
0.34766,-0.00097275
0.35156,-0.0009687
0.35547,-0.00053075
0.35938,-0.00032015
0.36328,0.00032949
0.36719,-0.0008288
0.37109,-0.00053205
0.375,-0.00062805
0.37891,-0.001278
0.38281,-0.000742
0.38672,-0.0012127
0.39063,-0.00027488
0.39453,-0.00088485
0.39844,-0.0005405
0.40234,-0.000778
0.40625,-0.00048897
0.41016,-0.00081605
0.41406,-0.00043121
0.41797,-0.00033537
0.42188,2.311e-05
0.42578,-0.0006328
0.42969,-0.0013038
0.43359,-0.000834
