Source,CH1,CH2
Second,Volt,Volt
-0.79999995232,-1.12000,0.06400
-0.79995995760,-1.12000,0.06400
-0.79991996288,-1.12000,0.05600
-0.79987996817,-1.12000,0.04800
-0.79983997345,-1.04000,0.06400
-0.79979997873,-1.12000,0.06400
-0.79975998402,-1.12000,0.06400
-0.79971998930,-1.12000,0.06400
-0.79967999458,-1.12000,0.06400
-0.79963999987,-1.12000,0.06400
-0.79960000515,-1.12000,0.06400
-0.79955995083,-1.12000,0.06400
-0.79951995611,-1.12000,0.06400
-0.79947996140,-1.12000,0.06400
-0.79943996668,-1.12000,0.06400
-0.79939997196,-1.12000,0.06400
-0.79935997725,-1.04000,0.06400
-0.79931998253,-1.12000,0.06400
-0.79927998781,-1.12000,0.06400
-0.79923999310,-1.04000,0.06400
-0.79919999838,-1.04000,0.06400
-0.79916000366,-1.04000,0.06400
-0.79912000895,-1.04000,0.06400
-0.79907995462,-1.04000,0.06400
-0.79903995991,-1.04000,0.06400
-0.79899996519,-1.04000,0.06400
-0.79895997047,-1.04000,0.07200
-0.79891997576,-1.04000,0.07200
-0.79887998104,-1.04000,0.06400
-0.79883998632,-1.04000,0.06400
-0.79879999161,-1.04000,0.06400
-0.79875999689,-1.04000,0.07200
-0.79872000217,-1.04000,0.06400
-0.79868000746,-1.04000,0.06400
-0.79863995314,-1.04000,0.07200
-0.79859995842,-1.04000,0.07200
-0.79855996370,-1.04000,0.07200
-0.79851996899,-1.04000,0.07200
-0.79847997427,-1.04000,0.07200
-0.79843997955,-1.04000,0.07200
-0.79839998484,-0.96000,0.06400
-0.79835999012,-1.04000,0.03200
-0.79831999540,-0.96000,0.06400
-0.79828000069,-0.96000,0.06400
-0.79824000597,-0.96000,0.07200
-0.79819995165,-0.96000,0.07200
-0.79815995693,-0.96000,0.07200
-0.79811996222,-1.04000,0.07200
-0.79807996750,-0.96000,0.08800
-0.79803997278,-0.96000,0.07200
-0.79799997807,-1.04000,0.07200
-0.79795998335,-0.96000,0.08800
-0.79791998863,-0.96000,0.07200
-0.79787999392,-0.96000,0.08800
-0.79783999920,-0.96000,0.08800
-0.79780000448,-0.96000,0.08800
-0.79775995016,-0.96000,0.08800
-0.79771995544,-0.96000,0.08800
-0.79767996073,-0.96000,0.07200
-0.79763996601,-0.96000,0.08800
-0.79759997129,-0.96000,0.09600
-0.79755997658,-0.96000,0.07200
-0.79751998186,-0.96000,0.08800
-0.79747998714,-0.96000,0.08800
-0.79743999243,-0.96000,0.08800
-0.79739999771,-0.96000,0.08800
-0.79736000299,-0.96000,0.08800
-0.79732000828,-0.96000,0.08800
-0.79727995396,-0.96000,0.08800
-0.79723995924,-0.96000,0.09600
-0.79719996452,-0.96000,0.09600
-0.79715996981,-0.96000,0.08800
-0.79711997509,-0.96000,0.09600
-0.79707998037,-0.96000,0.08800
-0.79703998566,-0.88000,0.08800
-0.79699999094,-0.88000,0.09600
-0.79695999622,-0.96000,0.12000
-0.79692000151,-0.96000,0.09600
-0.79688000679,-0.88000,0.09600
-0.79683995247,-0.88000,0.09600
-0.79679995775,-0.88000,0.09600
-0.79675996304,-0.88000,0.08800
-0.79671996832,-0.96000,0.09600
-0.79667997360,-0.88000,0.08800
-0.79663997889,-0.96000,0.09600
-0.79659998417,-0.88000,0.09600
-0.79655998945,-0.88000,0.09600
-0.79651999474,-0.88000,0.09600
-0.79648000002,-0.88000,0.09600
-0.79644000530,-0.88000,0.09600
-0.79639995098,-0.88000,0.09600
-0.79635995626,-0.88000,0.09600
-0.79631996155,-0.88000,0.09600
-0.79627996683,-0.88000,0.09600
-0.79623997211,-0.88000,0.09600
-0.79619997740,-0.80000,0.12000
-0.79615998268,-0.88000,0.09600
-0.79611998796,-0.80000,0.09600
-0.79607999325,-0.80000,0.10400
-0.79603999853,-0.80000,0.09600
-0.79600000381,-0.80000,0.09600
-0.79596000910,-0.88000,0.09600
-0.79591995478,-0.80000,0.09600
-0.79587996006,-0.88000,0.09600
-0.79583996534,-0.80000,0.09600
-0.79579997063,-0.88000,0.10400
-0.79575997591,-0.80000,0.09600
-0.79571998119,-0.80000,0.09600
-0.79567998648,-0.80000,0.09600
-0.79563999176,-0.80000,0.09600
-0.79559999704,-0.80000,0.10400
-0.79556000233,-0.88000,0.10400
-0.79552000761,-0.80000,0.09600
-0.79547995329,-0.72000,0.10400
-0.79543995857,-0.72000,0.09600
-0.79539996386,-0.80000,0.10400
-0.79535996914,-0.80000,0.10400
-0.79531997442,-0.80000,0.09600
-0.79527997971,-0.80000,0.09600
-0.79523998499,-0.80000,0.10400
-0.79519999027,-0.80000,0.09600
-0.79515999556,-0.80000,0.09600
-0.79512000084,-0.80000,0.10400
-0.79508000612,-0.72000,0.10400
-0.79503995180,-0.80000,0.10400
-0.79499995708,-0.80000,0.10400
-0.79495996237,-0.72000,0.16800
-0.79491996765,-0.80000,0.10400
-0.79487997293,-0.80000,0.10400
-0.79483997822,-0.80000,0.10400
-0.79479998350,-0.80000,0.10400
-0.79475998878,-0.80000,0.10400
-0.79471999407,-0.72000,0.10400
-0.79467999935,-0.80000,0.10400
-0.79464000463,-0.80000,0.09600
-0.79459995031,-0.72000,0.10400
-0.79455995560,-0.80000,0.10400
-0.79451996088,-0.80000,0.10400
-0.79447996616,-0.72000,0.10400
-0.79443997145,-0.64000,0.11200
-0.79439997673,-0.72000,0.10400
-0.79435998201,-0.80000,0.10400
-0.79431998730,-0.64000,0.11200
-0.79427999258,-0.72000,0.10400
-0.79423999786,-0.80000,0.10400
-0.79420000315,-0.72000,0.11200
-0.79416000843,-0.64000,0.14400
-0.79411995411,-0.72000,0.10400
-0.79407995939,-0.72000,0.10400
-0.79403996468,-0.72000,0.10400
-0.79399996996,-0.72000,0.11200
-0.79395997524,-0.64000,0.10400
-0.79391998053,-0.64000,0.10400
-0.79387998581,-0.64000,0.10400
-0.79383999109,-0.72000,0.10400
-0.79379999638,-0.64000,0.11200
-0.79376000166,-0.64000,0.11200
-0.79372000694,-0.72000,0.11200
-0.79367995262,-0.64000,0.10400
-0.79363995790,-0.64000,0.10400
-0.79359996319,-0.64000,0.10400
-0.79355996847,-0.64000,0.11200
-0.79351997375,-0.64000,0.12000
-0.79347997904,-0.64000,0.10400
-0.79343998432,-0.64000,0.11200
-0.79339998960,-0.64000,0.12000
-0.79335999489,-0.64000,0.11200
-0.79332000017,-0.64000,0.10400
-0.79328000546,-0.64000,0.10400
-0.79323995113,-0.64000,0.12000
-0.79319995642,-0.64000,0.10400
-0.79315996170,-0.64000,0.12000
-0.79311996698,-0.64000,0.11200
-0.79307997227,-0.64000,0.11200
-0.79303997755,-0.64000,0.13600
-0.79299998283,-0.64000,0.12000
-0.79295998812,-0.64000,0.12000
-0.79291999340,-0.64000,0.12000
-0.79287999868,-0.64000,0.12000
-0.79284000397,-0.64000,0.12000
-0.79280000925,-0.56000,0.12800
-0.79275995493,-0.56000,0.12000
-0.79271996021,-0.64000,0.12000
-0.79267996550,-0.64000,0.12000
-0.79263997078,-0.56000,0.12000
-0.79259997606,-0.56000,0.12800
-0.79255998135,-0.56000,0.12000
-0.79251998663,-0.64000,0.12000
-0.79247999191,-0.56000,0.12000
-0.79243999720,-0.56000,0.12000
-0.79240000248,-0.56000,0.12000
-0.79236000776,-0.56000,0.12800
-0.79231995344,-0.56000,0.12000
-0.79227995872,-0.56000,0.12800
-0.79223996401,-0.56000,0.12000
-0.79219996929,-0.48000,0.12800
-0.79215997458,-0.56000,0.12800
-0.79211997986,-0.56000,0.12800
-0.79207998514,-0.56000,0.12000
-0.79203999043,-0.56000,0.12800
-0.79199999571,-0.48000,0.12800
-0.79196000099,-0.48000,0.12800
-0.79192000628,-0.56000,0.12800
-0.79187995195,-0.48000,0.12800
-0.79183995724,-0.48000,0.12000
-0.79179996252,-0.56000,0.12800
-0.79175996780,-0.48000,0.12800
-0.79171997309,-0.48000,0.15200
-0.79167997837,-0.48000,0.12000
-0.79163998365,-0.48000,0.12000
-0.79159998894,-0.48000,0.12800
-0.79155999422,-0.48000,0.12800
-0.79151999950,-0.48000,0.12800
-0.79148000479,-0.48000,0.15200
-0.79143995047,-0.48000,0.12800
-0.79139995575,-0.48000,0.12800
-0.79135996103,-0.48000,0.12800
-0.79131996632,-0.48000,0.12800
-0.79127997160,-0.48000,0.12800
-0.79123997688,-0.48000,0.12800
-0.79119998217,-0.48000,0.12800
-0.79115998745,-0.48000,0.12800
